"",""," ",""
"",""," ",""
""," POSEBNI DEL ZAKLJUČNEGA RAČUNA PRORAČUNA Zaključni račun proračuna Republike Slovenija za leto 2003","II ",""
"","(1) Odhodki in drugi izdatki proračuna Republike Slovenije so bili realizirani v zneskih, kot sledi: Vir podatkov: Ministrstvo za finance, Sektor za javno računovodstvo","",""
"","NEVLADNI PRORAČUNSKI UPORABNIKI","Bilanca odhodkov",""
"11","PREDSEDNIK REPUBLIKE SLOVENIJE","v tiso&#269; tolarjih",""
"","","RE/VP",""
"","","RE/SP",""
"","","Rebalans Veljavni Realizacija",""
""," SPU/PU/PPP/GPR/PPR/PP/K3","2003",""
"","","(4=3/1) (5=3/2)",""
"","","(1) (2) (3)",""
"11","PREDSEDNIK REPUBLIKE SLOVENIJE","633487 612369 611618 96,6 99,9",""
"1111","Predsednik Republike Slovenije","633487 612369 611618 96,6 99,9",""
"01","POLITIČNI SISTEM","633487 612369 611618 96,6 99,9",""
"0101","Politični sistem","633487 612369 611618 96,6 99,9",""
"01011101","Dejavnost Urada predsednika Republike Slovenije","573487 573424 572873 99,9 99,9",""
"","","450282 402120 89,3 100,0",""
"3000","Plače","402130",""
"400","Plače in drugi izdatki zaposlenim","361086 320953 320943 88,9 100,0",""
"401","Prispevki delodajalcev za socialno varnost","51259 49518 49518 96,6 100,0",""
"402","Izdatki za blago in storitve","37936 31659 31659 83,5 100,0",""
"3324","Materialni stroški","95776 144295 143761 150,1 99,6",""
"402","Izdatki za blago in storitve","95776 144295 143761 150,1 99,6",""
"2815","Investicije in investicijsko vzdrževanje državnih organov","24323 24353 24351 100,1 100,0",""
"420","Nakup in gradnja osnovnih sredstev","24323 24353 24351 100,1 100,0",""
"3540","Drugi odhodki za delo na področju obrambe","3106 2641 2641 85,0 100,0",""
"402","Izdatki za blago in storitve","3106 2641 2641 85,0 100,0",""
"8700","Prevozna sredstva - sredstva odškodnine","0 6 0 - 0,0",""
"402","Izdatki za blago in storitve","0 6 0 - 0,0",""
"01011102","Dejavnost bivšega predsednika Republike Slovenije","60000 38945 38746 64,6 99,5",""
"","","21903 16099 73,5 100,0",""
"1027","Plače pisarne bivšega predsednika Republike Slovenije","16099",""
"400","Plače in drugi izdatki zaposlenim","18660 12671 12671 67,9 100,0",""
"401","Prispevki delodajalcev za socialno varnost","2043 1939 1939 94,9 100,0",""
"402","Izdatki za blago in storitve","1200 1489 1489 124,1 100,0",""
"1046","Materialni stroški pisarne bivšega predsednika Republike Slovenije","32997 17531 17336 52,5 98,9",""
"402","Izdatki za blago in storitve","32997 17531 17336 52,5 98,9",""
"1061","Investicije in investicijsko vzdrževanje pisarne bivšega predsednika Republike Slovenije","5100 5315 5310 104,1 99,9",""
"420","Nakup in gradnja osnovnih sredstev OBRAZLOŽITEV POSEBNEGA DELA ZAKLJUČNEGA RAČUNA PRORAČUNA","5100 5315 5310 104,1 99,9",""
"","PREDSEDNIK REPUBLIKE SLOVENIJE Vir podatkov: Ministrstvo za finance, Sektor za javno računovodstvo","1",""
"","NEVLADNI PRORAČUNSKI UPORABNIKI","Bilanca odhodkov",""
"121","DRŽAVNI ZBOR","v tiso&#269; tolarjih",""
"","","RE/VP",""
