,, ,
,, ,
,,II ,
,POSEBNI DEL,,
,ZAKLJUČ NEGA RAČ UNA,,
,PRORAČ UNA,,
,Zaključni račun proračuna,,
,Republike Slovenija za leto 2005,,
,,II    POSEBNI DEL,
,"(1) Odhodki in drugi izdatki proračuna Republike Slovenije so bili realizirani v zneskih, kot sledi:",,
,"Vir podatkov: Ministrstvo za finance, Direktorat za javno računovodstvo",,
,NEVLADNI PRORAČUNSKI UPORABNIKI,Bilanca odhodkov,
11,PREDSEDNIK REPUBLIKE SLOVENIJE,v tiso&#269; tolarjih,
,,RE/VP,
,,Rebalans Veljavni Realizacija RE/REB,
,,2005,
,,prora&#269;una 2005 prora&#269;un 2005 2005 2005,
,SPU/PU/PPP/GPR/PPR/PP/K3,,
,,(4=3/1) (5=3/2),
,,(1) (2) (3),
11,PREDSEDNIK REPUBLIKE SLOVENIJE,"849210 831338 809854 95,4 97,4",
1111,Predsednik Republike Slovenije,"849210 831338 809854 95,4 97,4",
01,POLITIČNI SISTEM,"849210 831338 809854 95,4 97,4",
0101,Politični sistem,"849210 831338 809854 95,4 97,4",
01011101,Dejavnost Urada predsednika Republike Slovenije,"771158 764993 760453 98,6 99,4",
,,"414357 414469 100,0 99,8",
3000,Plače,415195,
400,Plače in drugi izdatki zaposlenim,"329926 325732 325174 98,6 99,8",
401,Prispevki delodajalcev za socialno varnost,"52554 55313 55166 105,0 99,7",
402,Izdatki za blago in storitve,"31877 34151 34129 107,1 99,9",
1192,Sredstva za izvedbo ZSPJS,"3268 3268 0 0,0 0,0",
400,Plače in drugi izdatki zaposlenim,"3268 3268 0 0,0 0,0",
3324,Materialni stroški,"250266 255695 255247 102,0 99,8",
402,Izdatki za blago in storitve,"250266 255695 255247 102,0 99,8",
2815,Investicije in investicijsko vzdrževanje državnih organov,"90886 88323 88316 97,2 100,0",
420,Nakup in gradnja osnovnih sredstev,"90886 88323 88316 97,2 100,0",
3540,Drugi odhodki za delo na področju obrambe,"3381 1719 1719 50,9 100,0",
402,Izdatki za blago in storitve,"3381 1719 1719 50,9 100,0",
1191,Prevozna sredstva - prodaja premoženja,"7800 0 0 0,0 -",
420,Nakup in gradnja osnovnih sredstev,"7800 0 0 0,0 -",
8700,Prevozna sredstva - sredstva odškodnine,"1200 792 701 58,5 88,6",
402,Izdatki za blago in storitve,"1200 143 53 4,4 36,7",
